no,semetre,promedio,carrera
1,7,82.27,ARQUITECTURA
2,11,82.59,ARQUITECTURA
3,8,87.47,ARQUITECTURA
4,12,83.18,ARQUITECTURA
5,11,83.72,ARQUITECTURA
6,4,90.11,ARQUITECTURA
7,4,91.11,ARQUITECTURA
8,9,85.12,ARQUITECTURA
9,7,83.9,ARQUITECTURA
10,6,87.94,ARQUITECTURA
11,2,85.6,ARQUITECTURA
12,7,86.11,ARQUITECTURA
13,8,85.72,ARQUITECTURA
14,4,82.14,ARQUITECTURA
15,8,84.08,ARQUITECTURA
16,7,82.3,ARQUITECTURA
17,10,88.58,ARQUITECTURA
18,9,81.72,ARQUITECTURA
19,6,83.23,ARQUITECTURA
20,8,80.86,ARQUITECTURA
21,4,82.5,ARQUITECTURA
22,4,81.13,ARQUITECTURA
23,8,79.84,ARQUITECTURA
24,4,89.78,ARQUITECTURA
25,4,83.67,ARQUITECTURA
26,6,87.33,ARQUITECTURA
27,8,82.5,ARQUITECTURA
28,4,88,ARQUITECTURA
29,8,78.84,ARQUITECTURA
30,8,90.2,ARQUITECTURA
31,7,81.63,ARQUITECTURA
32,6,88.03,ARQUITECTURA
33,4,83.13,ARQUITECTURA
34,9,82.58,ARQUITECTURA
35,9,84.76,ARQUITECTURA
36,7,88.2,ARQUITECTURA
37,7,87.69,ARQUITECTURA
38,4,95.79,ARQUITECTURA
39,6,83.48,ARQUITECTURA
40,4,88.83,ARQUITECTURA
41,6,87.89,ARQUITECTURA
42,4,85.44,ARQUITECTURA
43,5,84,ARQUITECTURA
44,6,85.21,ARQUITECTURA
45,12,84.17,ARQUITECTURA
46,6,85.59,ARQUITECTURA
47,4,91.17,ARQUITECTURA
48,9,81.76,ARQUITECTURA
49,5,78.44,ARQUITECTURA
50,5,87.08,ARQUITECTURA
51,12,86.81,ARQUITECTURA
52,5,84.55,ARQUITECTURA
53,11,82.21,ARQUITECTURA
54,9,74.85,ARQUITECTURA
55,4,82.31,ARQUITECTURA
56,6,88.17,ARQUITECTURA
57,8,82.05,ARQUITECTURA
58,5,80.85,ARQUITECTURA
59,8,85.22,ARQUITECTURA
60,9,81.74,ARQUITECTURA
61,8,89.53,ARQUITECTURA
62,7,81.3,ARQUITECTURA
63,10,78.76,ARQUITECTURA
64,6,87.1,ARQUITECTURA
65,5,78,ARQUITECTURA
66,7,85,ARQUITECTURA
67,8,86.15,ARQUITECTURA
68,6,81.06,ARQUITECTURA
69,4,85.59,ARQUITECTURA
70,5,87.42,ARQUITECTURA
71,9,82.33,ARQUITECTURA
72,4,80.67,ARQUITECTURA
73,10,85.06,ARQUITECTURA
74,4,86.64,ARQUITECTURA
75,5,92.17,ARQUITECTURA
76,5,83.45,ARQUITECTURA
77,5,80.58,ARQUITECTURA
78,7,92.11,ARQUITECTURA
79,5,80.47,ARQUITECTURA
80,7,86.69,ARQUITECTURA
81,6,89.87,ARQUITECTURA
82,5,88.95,ARQUITECTURA
83,6,88.1,ARQUITECTURA
84,5,84.2,ARQUITECTURA
85,8,85.56,ARQUITECTURA
86,4,90.72,ARQUITECTURA
87,5,77,ARQUITECTURA
88,8,92.09,ARQUITECTURA
89,5,86.9,ARQUITECTURA
90,6,85.83,ARQUITECTURA
91,7,84.59,ARQUITECTURA
92,8,83.97,ARQUITECTURA
93,7,87.69,ARQUITECTURA
94,5,83.69,ARQUITECTURA
95,4,84.61,ARQUITECTURA
96,7,83.29,ARQUITECTURA
97,11,86.77,ARQUITECTURA
98,10,83.83,ARQUITECTURA
99,5,82.96,ARQUITECTURA
100,4,90.58,ARQUITECTURA
101,4,89.83,ARQUITECTURA
102,4,83.45,ARQUITECTURA
103,6,84.21,ARQUITECTURA
104,7,80.32,ARQUITECTURA
105,3,89,ARQUITECTURA
106,4,85.17,ARQUITECTURA
107,7,83.69,ARQUITECTURA
108,11,81.88,ARQUITECTURA
109,8,85.12,ARQUITECTURA
110,6,87.55,ARQUITECTURA
111,5,93.88,ARQUITECTURA
112,4,93,ARQUITECTURA
113,8,86.98,ARQUITECTURA
114,7,85.38,ARQUITECTURA
115,5,90.57,ARQUITECTURA
116,9,84.51,ARQUITECTURA
117,5,85.33,ARQUITECTURA
118,5,88.55,ARQUITECTURA
119,11,81.09,ARQUITECTURA
120,9,82.61,ARQUITECTURA
121,5,85.68,ARQUITECTURA
122,9,88.38,ARQUITECTURA
123,7,90,ARQUITECTURA
124,8,89.26,ARQUITECTURA
125,7,80.79,ARQUITECTURA
126,5,81.72,ARQUITECTURA
127,7,83.51,ARQUITECTURA
128,7,80.33,ARQUITECTURA
129,3,84.08,ARQUITECTURA
130,5,84.45,ARQUITECTURA
131,8,91.49,ARQUITECTURA
132,12,82.12,ARQUITECTURA
133,5,86.91,ARQUITECTURA
134,5,82.76,ARQUITECTURA
135,4,90.67,ARQUITECTURA
136,5,86.35,ARQUITECTURA
137,8,87.45,ARQUITECTURA
138,8,84.15,ARQUITECTURA
139,8,82.72,ARQUITECTURA
140,4,88.59,ARQUITECTURA
141,5,82.23,ARQUITECTURA
142,5,86.18,ARQUITECTURA
143,8,87.5,ARQUITECTURA
144,9,91.28,ARQUITECTURA
145,10,83.29,ARQUITECTURA
146,5,82.5,ARQUITECTURA
147,4,94.5,ARQUITECTURA
148,6,86.52,ARQUITECTURA
149,12,84.72,ARQUITECTURA
150,6,93.43,ARQUITECTURA
151,5,78.07,ARQUITECTURA
152,5,81.63,ARQUITECTURA
153,8,83.88,ARQUITECTURA
154,7,82.2,ARQUITECTURA
155,5,88.04,ARQUITECTURA
156,5,82.91,ARQUITECTURA
157,4,84.67,ARQUITECTURA
158,12,85.64,ARQUITECTURA
159,8,94.13,ARQUITECTURA
160,7,81.03,ARQUITECTURA
161,4,91.94,ARQUITECTURA
162,5,88.79,ARQUITECTURA
163,4,88.63,ARQUITECTURA
164,6,83.15,ARQUITECTURA
165,10,85.28,ARQUITECTURA
166,11,81.9,ARQUITECTURA
167,5,85.7,ARQUITECTURA
168,6,87.13,ARQUITECTURA
169,8,79.17,ARQUITECTURA
170,5,81.2,ARQUITECTURA
171,7,83.13,ARQUITECTURA
172,6,90.6,ARQUITECTURA
173,6,81.64,ARQUITECTURA
174,12,86.51,ARQUITECTURA
175,4,90.89,ARQUITECTURA
176,6,86.97,ARQUITECTURA
177,11,85.04,ARQUITECTURA
178,6,78.39,ARQUITECTURA
179,9,84.4,ARQUITECTURA
180,6,87.07,ARQUITECTURA
181,11,84.13,ARQUITECTURA
182,6,89.9,ARQUITECTURA
183,5,82.4,ARQUITECTURA
184,11,80.92,ARQUITECTURA
185,5,77.5,ARQUITECTURA
186,5,80,ARQUITECTURA
187,8,81.13,ARQUITECTURA
188,8,85.49,ARQUITECTURA
189,7,82.26,ARQUITECTURA
190,6,82.85,ARQUITECTURA
191,5,83.67,ARQUITECTURA
192,4,77.29,ARQUITECTURA
193,5,85,ARQUITECTURA
194,4,82.5,ARQUITECTURA
195,6,84.47,ARQUITECTURA
196,7,85.83,ARQUITECTURA
197,8,85.36,ARQUITECTURA
198,7,86.31,ARQUITECTURA
199,8,89.44,ARQUITECTURA
200,5,89.22,ARQUITECTURA
201,8,81.57,ARQUITECTURA
202,11,85.95,ARQUITECTURA
203,6,81.6,ARQUITECTURA
204,4,87.27,ARQUITECTURA
205,7,83.78,ARQUITECTURA
206,5,88.4,ARQUITECTURA
207,6,88.06,ARQUITECTURA
208,4,85.67,ARQUITECTURA
209,7,87.88,ARQUITECTURA
210,8,92.88,ARQUITECTURA
211,7,85.03,ARQUITECTURA
212,9,85.02,ARQUITECTURA
213,9,87.33,ARQUITECTURA
214,9,85.9,ARQUITECTURA
215,10,82.45,ARQUITECTURA
216,6,85.28,ARQUITECTURA
217,6,87.1,ARQUITECTURA
218,4,83.56,ARQUITECTURA
219,4,83.75,ARQUITECTURA
220,9,84.69,ARQUITECTURA
221,5,80.07,ARQUITECTURA
222,7,82.78,ARQUITECTURA
223,9,81.69,ARQUITECTURA
224,9,85.05,ARQUITECTURA
225,6,85.43,ARQUITECTURA
226,8,86.02,ARQUITECTURA
227,4,86.33,ARQUITECTURA
228,11,83.9,ARQUITECTURA
229,7,78.62,ARQUITECTURA
230,4,89.39,ARQUITECTURA
231,4,82.64,ARQUITECTURA
232,8,83.05,ARQUITECTURA
233,9,79.58,ARQUITECTURA
234,8,82.19,ARQUITECTURA
235,9,81.25,ARQUITECTURA
236,5,84.7,ARQUITECTURA
237,9,89.94,ARQUITECTURA
238,9,82.81,ARQUITECTURA
239,4,87.18,ARQUITECTURA
240,7,80.42,ARQUITECTURA
241,5,82.67,ARQUITECTURA
242,6,84.94,ARQUITECTURA
243,7,83.73,ARQUITECTURA
244,9,80.63,ARQUITECTURA
245,7,86.61,ARQUITECTURA
246,9,90.48,ARQUITECTURA
247,4,91.18,ARQUITECTURA
248,6,79.14,ARQUITECTURA
249,8,84.37,ARQUITECTURA
250,7,85.62,ARQUITECTURA
251,9,81.89,ARQUITECTURA
252,9,80.33,ARQUITECTURA
253,10,81.56,ARQUITECTURA
254,4,85.75,ARQUITECTURA
255,7,87.16,ARQUITECTURA
256,9,83.6,ARQUITECTURA
257,5,88,ARQUITECTURA
258,4,89.78,ARQUITECTURA
259,10,87.91,ARQUITECTURA
260,13,84.8,ARQUITECTURA
261,10,83.5,ARQUITECTURA
262,7,83.46,ARQUITECTURA
263,5,88.19,ARQUITECTURA
264,7,84.38,ARQUITECTURA
265,4,80.2,ARQUITECTURA
266,9,88.02,ARQUITECTURA
267,10,82.29,ARQUITECTURA
268,8,91.16,ARQUITECTURA
269,9,85.8,ARQUITECTURA
270,4,83.71,ARQUITECTURA
271,6,85.04,ARQUITECTURA
272,11,81.81,ARQUITECTURA
273,10,89.04,ARQUITECTURA
274,12,83.46,ARQUITECTURA
275,8,88.15,ARQUITECTURA
276,8,79.4,ARQUITECTURA
277,5,87.17,ARQUITECTURA
278,6,80.92,ARQUITECTURA
279,7,82.29,ARQUITECTURA
280,6,89.87,ARQUITECTURA
281,7,83.03,ARQUITECTURA
282,8,87.13,ARQUITECTURA
283,9,88.12,ARQUITECTURA
284,6,87.64,ARQUITECTURA
285,7,81.41,ARQUITECTURA
286,7,85.92,ARQUITECTURA
287,6,87.23,ARQUITECTURA
288,5,78.53,ARQUITECTURA
289,7,86.39,ARQUITECTURA
290,4,82.06,ARQUITECTURA
291,5,87.5,ARQUITECTURA
292,12,79.11,ARQUITECTURA
293,11,80.73,ARQUITECTURA
294,7,89.83,ARQUITECTURA
295,8,84.64,ARQUITECTURA
296,4,85.72,ARQUITECTURA
297,13,82.26,ARQUITECTURA
298,8,82,ARQUITECTURA
299,10,85.04,ARQUITECTURA
300,5,83.63,ARQUITECTURA
301,9,88.15,ARQUITECTURA
302,9,89.26,ARQUITECTURA
303,9,80.44,ARQUITECTURA
304,7,80.7,ARQUITECTURA
305,4,89.28,ARQUITECTURA
306,10,86.68,ARQUITECTURA
307,12,82.84,ARQUITECTURA
308,5,85.09,ARQUITECTURA
309,9,85.88,ARQUITECTURA
310,9,85.16,ARQUITECTURA
311,6,81.96,ARQUITECTURA
312,6,84.34,ARQUITECTURA
313,6,83.07,ARQUITECTURA
314,5,81.63,ARQUITECTURA
315,7,90.44,ARQUITECTURA
316,6,84.75,ARQUITECTURA
317,6,88.61,ARQUITECTURA
318,9,91.11,ARQUITECTURA
319,9,83.4,ARQUITECTURA
320,9,81.67,ARQUITECTURA
321,6,82.57,ARQUITECTURA
322,8,83.69,ARQUITECTURA
323,8,81.45,ARQUITECTURA
324,7,87,ARQUITECTURA
325,8,88.7,ARQUITECTURA
326,7,83.09,ARQUITECTURA
327,9,84.98,ARQUITECTURA
328,9,89.7,ARQUITECTURA
329,5,85.71,ARQUITECTURA
330,4,84.67,ARQUITECTURA
331,4,90.21,ARQUITECTURA
332,8,93.21,ARQUITECTURA
333,11,79.95,ARQUITECTURA
334,8,83.13,ARQUITECTURA
335,9,77.96,ARQUITECTURA
336,8,88.55,ARQUITECTURA
337,4,82.27,ARQUITECTURA
338,9,82.95,ARQUITECTURA
339,9,85.28,ARQUITECTURA
340,6,89.26,ARQUITECTURA
341,8,83.08,ARQUITECTURA
342,7,84.24,ARQUITECTURA
343,10,83.33,ARQUITECTURA
344,3,88.18,ARQUITECTURA
345,7,83.25,ARQUITECTURA
346,5,83.91,ARQUITECTURA
347,4,90.65,ARQUITECTURA
348,9,91.22,ARQUITECTURA
349,5,79.24,ARQUITECTURA
350,6,88.43,ARQUITECTURA
351,8,88.58,ARQUITECTURA
352,5,81.72,ARQUITECTURA
353,6,89.34,ARQUITECTURA
354,6,79.5,ARQUITECTURA
355,8,82.8,ARQUITECTURA
356,11,80.36,ARQUITECTURA
357,9,81.79,ARQUITECTURA
358,4,83,ARQUITECTURA
359,8,87.93,ARQUITECTURA
360,5,83.07,ARQUITECTURA
361,5,80.6,ARQUITECTURA
362,9,94.15,ARQUITECTURA
363,11,80.28,ARQUITECTURA
364,4,80.46,ARQUITECTURA
365,6,82.12,ARQUITECTURA
366,7,84.83,ARQUITECTURA
367,9,81.74,ARQUITECTURA
368,6,88.04,ARQUITECTURA
369,5,79.16,ARQUITECTURA
370,7,83.95,ARQUITECTURA
371,8,88.02,ARQUITECTURA
372,5,88.41,ARQUITECTURA
373,5,78.84,ARQUITECTURA
374,8,88.22,ARQUITECTURA
375,8,90.63,ARQUITECTURA
376,5,88.29,ARQUITECTURA
377,7,83.45,ARQUITECTURA
378,8,84.59,ARQUITECTURA
379,8,85.95,ARQUITECTURA
380,10,83.38,ARQUITECTURA
381,8,85.73,ARQUITECTURA
382,4,88.65,ARQUITECTURA
383,6,83.79,ARQUITECTURA
384,4,91.16,ARQUITECTURA
385,7,88.58,ARQUITECTURA
386,8,81.14,ARQUITECTURA
387,6,89.1,ARQUITECTURA
388,5,94.42,ARQUITECTURA
389,9,85.07,ARQUITECTURA
390,10,89.71,ARQUITECTURA
391,10,89.08,ARQUITECTURA
392,4,89.17,ARQUITECTURA
393,6,85.35,ARQUITECTURA
394,7,83.23,ARQUITECTURA
395,5,86.41,ARQUITECTURA
396,7,84.53,ARQUITECTURA
397,5,83.61,ARQUITECTURA
398,7,85.42,ARQUITECTURA
399,9,82.65,ARQUITECTURA
400,4,86.11,ARQUITECTURA
401,9,83.71,ARQUITECTURA
402,8,88.93,ARQUITECTURA
403,7,81.48,ARQUITECTURA
404,7,85.69,ARQUITECTURA
405,9,83.07,ARQUITECTURA
406,4,86.35,ARQUITECTURA
407,6,83.34,ARQUITECTURA
408,9,88,ARQUITECTURA
409,7,86.13,ARQUITECTURA
410,4,82.13,ARQUITECTURA
411,10,84.69,ARQUITECTURA
412,5,82.47,ARQUITECTURA
413,12,82.13,ARQUITECTURA
414,5,80.67,ARQUITECTURA
415,7,82.52,ARQUITECTURA
416,4,84.17,ARQUITECTURA
417,8,89.45,ARQUITECTURA
418,6,86.57,ARQUITECTURA
419,7,86.26,ARQUITECTURA
420,7,88.42,ARQUITECTURA
421,4,88.33,ARQUITECTURA
422,4,90.61,ARQUITECTURA
423,5,80.71,ARQUITECTURA
424,7,89.46,ARQUITECTURA
425,5,80.2,ARQUITECTURA
426,10,82.02,ARQUITECTURA
427,11,81.22,ARQUITECTURA
428,5,82.8,ARQUITECTURA
429,8,89.48,ARQUITECTURA
430,8,87.9,ARQUITECTURA
431,4,89.06,ARQUITECTURA
432,9,83.6,ARQUITECTURA
433,4,84.7,ARQUITECTURA
434,4,91.72,ARQUITECTURA
435,4,84.89,ARQUITECTURA
436,9,91.06,ARQUITECTURA
437,4,84.38,ARQUITECTURA
438,6,93.07,ARQUITECTURA
439,5,84.18,ARQUITECTURA
440,4,88.22,ARQUITECTURA
441,6,85.57,ARQUITECTURA
442,5,84.18,ARQUITECTURA
443,9,91.81,ARQUITECTURA
444,4,84.43,ARQUITECTURA
445,1,0,ARQUITECTURA
446,3,82.82,ARQUITECTURA
447,1,0,ARQUITECTURA
448,1,0,ARQUITECTURA
449,2,88.33,ARQUITECTURA
450,1,0,ARQUITECTURA
451,1,0,ARQUITECTURA
452,3,88,ARQUITECTURA
453,2,89.83,ARQUITECTURA
454,2,89.67,ARQUITECTURA
455,2,90.83,ARQUITECTURA
456,2,87.5,ARQUITECTURA
457,2,95,ARQUITECTURA
458,1,0,ARQUITECTURA
459,3,92,ARQUITECTURA
460,1,0,ARQUITECTURA
461,2,84.83,ARQUITECTURA
462,1,0,ARQUITECTURA
463,2,80,ARQUITECTURA
464,1,0,ARQUITECTURA
465,2,82.8,ARQUITECTURA
466,2,90.33,ARQUITECTURA
467,2,83.2,ARQUITECTURA
468,3,90,ARQUITECTURA
469,2,85.83,ARQUITECTURA
470,3,86.73,ARQUITECTURA
471,2,87.2,ARQUITECTURA
472,3,86.58,ARQUITECTURA
473,3,88,ARQUITECTURA
474,1,0,ARQUITECTURA
475,3,82.5,ARQUITECTURA
476,1,0,ARQUITECTURA
477,2,85.5,ARQUITECTURA
478,3,84.64,ARQUITECTURA
479,1,0,ARQUITECTURA
480,1,0,ARQUITECTURA
481,2,90.17,ARQUITECTURA
482,1,0,ARQUITECTURA
483,1,0,ARQUITECTURA
484,2,86.83,ARQUITECTURA
485,1,0,ARQUITECTURA
486,3,90.17,ARQUITECTURA
487,1,0,ARQUITECTURA
488,2,83.67,ARQUITECTURA
489,3,87.33,ARQUITECTURA
490,3,90,ARQUITECTURA
491,3,82.44,ARQUITECTURA
492,1,0,ARQUITECTURA
493,1,0,ARQUITECTURA
494,1,0,ARQUITECTURA
495,1,0,ARQUITECTURA
496,3,84.56,ARQUITECTURA
497,3,81.82,ARQUITECTURA
498,1,0,ARQUITECTURA
499,3,88.25,ARQUITECTURA
500,3,88.75,ARQUITECTURA
501,2,87.4,ARQUITECTURA
502,3,88.17,ARQUITECTURA
503,1,0,ARQUITECTURA
504,1,0,ARQUITECTURA
505,3,85.55,ARQUITECTURA
506,1,0,ARQUITECTURA
507,2,92.83,ARQUITECTURA
508,3,88.58,ARQUITECTURA
509,1,0,ARQUITECTURA
510,3,84,ARQUITECTURA
511,1,0,ARQUITECTURA
512,1,0,ARQUITECTURA
513,1,0,ARQUITECTURA
514,3,85,ARQUITECTURA
515,3,86.58,ARQUITECTURA
516,1,0,ARQUITECTURA
517,2,86.33,ARQUITECTURA
518,1,0,ARQUITECTURA
519,1,0,ARQUITECTURA
520,2,82.6,ARQUITECTURA
521,2,84.67,ARQUITECTURA
522,3,90.08,ARQUITECTURA
523,1,0,ARQUITECTURA
524,1,0,ARQUITECTURA
525,2,83.67,ARQUITECTURA
526,3,87.58,ARQUITECTURA
527,1,0,ARQUITECTURA
528,2,86,ARQUITECTURA
529,1,0,ARQUITECTURA
530,1,0,ARQUITECTURA
531,2,88.75,ARQUITECTURA
532,3,80.82,ARQUITECTURA
533,3,89.36,ARQUITECTURA
534,3,84.83,ARQUITECTURA
535,3,81.1,ARQUITECTURA
536,1,0,ARQUITECTURA
537,1,0,ARQUITECTURA
538,2,90,ARQUITECTURA
539,1,0,ARQUITECTURA
540,2,91.5,ARQUITECTURA
541,2,84.75,ARQUITECTURA
542,1,0,ARQUITECTURA
543,1,0,ARQUITECTURA
544,3,82.83,ARQUITECTURA
545,1,0,ARQUITECTURA
546,2,85.6,ARQUITECTURA
547,3,80.7,ARQUITECTURA
548,3,88.27,ARQUITECTURA
549,2,89.75,ARQUITECTURA
550,1,0,ARQUITECTURA
551,3,81.8,ARQUITECTURA
552,3,79.55,ARQUITECTURA
553,1,0,ARQUITECTURA
554,3,84.42,ARQUITECTURA
555,2,78,ARQUITECTURA
556,1,0,ARQUITECTURA
557,1,0,ARQUITECTURA
558,1,0,ARQUITECTURA
559,2,82,ARQUITECTURA
560,3,80.44,ARQUITECTURA
561,3,82.2,ARQUITECTURA
562,1,0,ARQUITECTURA
563,3,81,ARQUITECTURA
564,2,79.83,ARQUITECTURA
565,2,81.4,ARQUITECTURA
566,3,78.38,ARQUITECTURA
567,3,82.27,ARQUITECTURA
568,2,84.33,ARQUITECTURA
569,1,0,ARQUITECTURA
570,3,81.45,ARQUITECTURA
571,2,88,ARQUITECTURA
572,2,90.33,ARQUITECTURA
573,1,0,ARQUITECTURA
574,3,77.17,ARQUITECTURA
575,2,86.33,ARQUITECTURA
576,2,84.17,ARQUITECTURA
577,3,91.08,ARQUITECTURA
578,2,90.5,ARQUITECTURA
579,3,82.9,ARQUITECTURA
580,1,0,ARQUITECTURA
581,2,86.17,ARQUITECTURA
582,3,86.92,ARQUITECTURA
583,1,0,ARQUITECTURA
584,2,81.4,ARQUITECTURA
585,2,81.8,ARQUITECTURA
586,3,86.67,ARQUITECTURA
587,2,86.67,ARQUITECTURA
588,2,87.33,ARQUITECTURA
589,2,88.17,ARQUITECTURA
590,3,83.5,ARQUITECTURA
591,3,91.33,ARQUITECTURA
592,1,0,ARQUITECTURA
593,3,82.6,ARQUITECTURA
594,2,77.33,ARQUITECTURA
595,3,83.91,ARQUITECTURA
596,1,0,ARQUITECTURA
597,1,0,ARQUITECTURA
598,1,0,ARQUITECTURA
599,2,89.5,ARQUITECTURA
600,1,0,ARQUITECTURA
601,1,0,ARQUITECTURA
602,1,0,ARQUITECTURA
603,1,0,ARQUITECTURA
604,3,87.58,ARQUITECTURA
605,2,84.5,ARQUITECTURA
606,2,81,ARQUITECTURA
607,3,90.5,ARQUITECTURA
608,2,84.83,ARQUITECTURA
609,3,82,ARQUITECTURA
610,1,0,ARQUITECTURA
611,2,79.33,ARQUITECTURA
612,2,87,ARQUITECTURA
613,3,83.63,ARQUITECTURA
614,2,81.33,ARQUITECTURA
615,3,85.17,ARQUITECTURA
616,3,81,ARQUITECTURA
617,1,0,ARQUITECTURA
618,1,0,ARQUITECTURA
619,2,84.33,ARQUITECTURA
620,3,77.5,ARQUITECTURA
621,1,0,ARQUITECTURA
622,2,88.17,ARQUITECTURA
623,2,85.6,ARQUITECTURA
624,2,78.75,ARQUITECTURA
625,2,88.33,ARQUITECTURA
626,1,0,ARQUITECTURA
627,2,84,ARQUITECTURA
628,2,79.2,ARQUITECTURA
629,1,0,ARQUITECTURA
630,2,88,ARQUITECTURA
631,1,0,ARQUITECTURA
632,2,88.67,ARQUITECTURA
633,1,0,ARQUITECTURA
634,3,84.92,ARQUITECTURA
635,2,84.71,ARQUITECTURA
636,3,84.08,ARQUITECTURA
637,1,0,ARQUITECTURA
638,3,79.4,ARQUITECTURA
639,1,0,ARQUITECTURA
640,1,0,ARQUITECTURA
641,2,83.5,ARQUITECTURA
642,1,0,ARQUITECTURA
643,1,0,ARQUITECTURA
644,3,78.43,ARQUITECTURA
645,1,0,ARQUITECTURA
646,1,0,ARQUITECTURA
647,1,0,ARQUITECTURA
648,3,79.25,ARQUITECTURA
649,3,78.63,ARQUITECTURA
650,1,0,ARQUITECTURA
651,1,0,ARQUITECTURA
652,1,0,ARQUITECTURA
653,1,0,ARQUITECTURA
654,2,84.5,ARQUITECTURA
655,3,84.91,ARQUITECTURA
656,3,82.17,ARQUITECTURA
657,3,88,ARQUITECTURA
658,3,79.45,ARQUITECTURA
659,1,0,ARQUITECTURA
660,1,0,ARQUITECTURA
661,1,0,ARQUITECTURA
662,1,0,ARQUITECTURA
663,1,0,ARQUITECTURA
664,1,0,ARQUITECTURA
665,3,80.14,ARQUITECTURA
666,1,0,ARQUITECTURA
667,1,0,ARQUITECTURA
668,2,83.67,ARQUITECTURA
669,1,0,ARQUITECTURA
670,2,83.17,ARQUITECTURA
671,2,79.2,ARQUITECTURA
672,1,0,ARQUITECTURA
673,3,84.45,ARQUITECTURA
674,3,82.36,ARQUITECTURA
675,2,83.8,ARQUITECTURA
676,1,0,ARQUITECTURA
677,2,85.67,ARQUITECTURA
678,3,83.45,ARQUITECTURA
679,7,78.95,BIOQUIMICA
680,6,77.68,BIOQUIMICA
681,8,83.82,BIOQUIMICA
682,6,87.18,BIOQUIMICA
683,8,78.84,BIOQUIMICA
684,4,84.94,BIOQUIMICA
685,6,95.27,BIOQUIMICA
686,6,77.47,BIOQUIMICA
687,7,80.65,BIOQUIMICA
688,10,82.77,BIOQUIMICA
689,7,78.9,BIOQUIMICA
690,7,90.37,BIOQUIMICA
691,4,83.53,BIOQUIMICA
692,5,85.08,BIOQUIMICA
693,10,85.83,BIOQUIMICA
694,4,84.25,BIOQUIMICA
695,4,86.71,BIOQUIMICA
696,6,86.92,BIOQUIMICA
697,4,90.5,BIOQUIMICA
698,4,89.61,BIOQUIMICA
699,12,81.4,BIOQUIMICA
700,9,81.94,BIOQUIMICA
701,9,82.64,BIOQUIMICA
702,4,86.56,BIOQUIMICA
703,9,84.47,BIOQUIMICA
704,5,85.68,BIOQUIMICA
705,8,94.27,BIOQUIMICA
706,4,80.8,BIOQUIMICA
707,9,85.04,BIOQUIMICA
708,4,88.61,BIOQUIMICA
709,6,84.41,BIOQUIMICA
710,8,95.81,BIOQUIMICA
711,6,92.1,BIOQUIMICA
712,6,79.52,BIOQUIMICA
713,5,82.29,BIOQUIMICA
714,4,80.77,BIOQUIMICA
715,8,95.07,BIOQUIMICA
716,6,83.39,BIOQUIMICA
717,9,85.63,BIOQUIMICA
718,6,79.75,BIOQUIMICA
719,9,87.16,BIOQUIMICA
720,11,78.82,BIOQUIMICA
721,5,81,BIOQUIMICA
722,8,83.03,BIOQUIMICA
723,11,79.3,BIOQUIMICA
724,6,89.4,BIOQUIMICA
725,9,81.43,BIOQUIMICA
726,8,90.3,BIOQUIMICA
727,9,80.35,BIOQUIMICA
728,7,83.89,BIOQUIMICA
729,7,84.37,BIOQUIMICA
730,6,82.81,BIOQUIMICA
731,9,84.58,BIOQUIMICA
732,8,86.1,BIOQUIMICA
733,8,85.38,BIOQUIMICA
734,4,0,BIOQUIMICA
735,9,81.7,BIOQUIMICA
736,8,82.51,BIOQUIMICA
737,7,82.4,BIOQUIMICA
738,5,82.25,BIOQUIMICA
739,9,83.83,BIOQUIMICA
740,8,91.58,BIOQUIMICA
741,8,87.5,BIOQUIMICA
742,9,80.76,BIOQUIMICA
743,10,83.93,BIOQUIMICA
744,10,82.25,BIOQUIMICA
745,4,84.39,BIOQUIMICA
746,6,84.3,BIOQUIMICA
747,6,85.34,BIOQUIMICA
748,9,84.27,BIOQUIMICA
749,4,82.83,BIOQUIMICA
750,5,84.36,BIOQUIMICA
751,6,92.7,BIOQUIMICA
752,10,83.65,BIOQUIMICA
753,5,83.54,BIOQUIMICA
754,12,82.24,BIOQUIMICA
755,13,78.85,BIOQUIMICA
756,8,84.36,BIOQUIMICA
757,6,84.71,BIOQUIMICA
758,8,82.81,BIOQUIMICA
759,7,88.92,BIOQUIMICA
760,4,92.94,BIOQUIMICA
761,5,76.13,BIOQUIMICA
762,6,77.9,BIOQUIMICA
763,9,79.61,BIOQUIMICA
764,9,79,BIOQUIMICA
765,10,80.14,BIOQUIMICA
766,6,74.29,BIOQUIMICA
767,4,87.06,BIOQUIMICA
768,8,89.3,BIOQUIMICA
769,6,86.9,BIOQUIMICA
770,10,89.92,BIOQUIMICA
771,10,80.74,BIOQUIMICA
772,8,85.79,BIOQUIMICA
773,8,81.55,BIOQUIMICA
774,5,88.46,BIOQUIMICA
775,8,85.83,BIOQUIMICA
776,15,76.72,BIOQUIMICA
777,6,86.06,BIOQUIMICA
778,8,82.74,BIOQUIMICA
779,6,86.97,BIOQUIMICA
780,5,87.18,BIOQUIMICA
781,8,88.49,BIOQUIMICA
782,6,80.08,BIOQUIMICA
783,8,88.28,BIOQUIMICA
784,11,76.45,BIOQUIMICA
785,6,79.33,BIOQUIMICA
786,8,83.67,BIOQUIMICA
787,9,79.58,BIOQUIMICA
788,4,81.07,BIOQUIMICA
789,6,92.17,BIOQUIMICA
790,6,91.4,BIOQUIMICA
791,12,80.44,BIOQUIMICA
